0,DÍA,HORA,NOX,CO,HUMO
3183,22/03/2022,10:54:00 a. m.,82,465,371
3184,22/03/2022,10:55:00 a. m.,101,1063,369
3185,22/03/2022,10:56:00 a. m.,48,584,205
3186,22/03/2022,10:57:00 a. m.,143,842,339
3187,22/03/2022,10:58:00 a. m.,145,315,173
3188,22/03/2022,10:59:00 a. m.,117,425,402
3189,22/03/2022,11:00:00 a. m.,87,64,81
3190,22/03/2022,11:01:00 a. m.,80,935,163
3191,22/03/2022,11:02:00 a. m.,137,874,321
3192,22/03/2022,11:03:00 a. m.,9,1117,135
3193,22/03/2022,11:04:00 a. m.,42,751,417
3194,22/03/2022,11:05:00 a. m.,69,581,302
3195,22/03/2022,11:06:00 a. m.,54,420,356
3196,22/03/2022,11:07:00 a. m.,2,631,81
3197,22/03/2022,11:08:00 a. m.,112,1154,414
3198,22/03/2022,11:09:00 a. m.,59,1035,143
3199,22/03/2022,11:10:00 a. m.,84,522,208
3200,22/03/2022,11:11:00 a. m.,92,389,379
3201,22/03/2022,11:12:00 a. m.,110,1064,297
3202,22/03/2022,11:13:00 a. m.,43,746,192
3203,22/03/2022,11:14:00 a. m.,34,360,111
3204,22/03/2022,11:15:00 a. m.,3,249,391
3205,22/03/2022,11:16:00 a. m.,33,912,81
3206,22/03/2022,11:17:00 a. m.,111,799,289
3207,22/03/2022,11:18:00 a. m.,39,425,89
3208,22/03/2022,11:19:00 a. m.,0,901,228
3209,22/03/2022,11:20:00 a. m.,15,320,61
3210,22/03/2022,11:21:00 a. m.,16,189,344
3211,22/03/2022,11:22:00 a. m.,149,637,53
3212,22/03/2022,11:23:00 a. m.,118,1007,306
3213,22/03/2022,11:24:00 a. m.,59,832,371
3214,22/03/2022,11:25:00 a. m.,106,706,324
3215,22/03/2022,11:26:00 a. m.,6,814,164
3216,22/03/2022,11:27:00 a. m.,62,706,251
3217,22/03/2022,11:28:00 a. m.,62,576,170
3218,22/03/2022,11:29:00 a. m.,90,1027,1
3219,22/03/2022,11:30:00 a. m.,117,185,421
3220,22/03/2022,11:31:00 a. m.,36,1003,115
3221,22/03/2022,11:32:00 a. m.,99,1,323
3222,22/03/2022,11:33:00 a. m.,88,579,305
3223,22/03/2022,11:34:00 a. m.,133,766,405
3224,22/03/2022,11:35:00 a. m.,11,807,307
3225,22/03/2022,11:36:00 a. m.,62,1011,78
3226,22/03/2022,11:37:00 a. m.,153,503,394
3227,22/03/2022,11:38:00 a. m.,96,903,17
3228,22/03/2022,11:39:00 a. m.,77,53,116
3229,22/03/2022,11:40:00 a. m.,126,1112,165
3230,22/03/2022,11:41:00 a. m.,121,753,254
3231,22/03/2022,11:42:00 a. m.,65,61,238
3232,22/03/2022,11:43:00 a. m.,40,435,321
3233,22/03/2022,11:44:00 a. m.,20,1086,287
3234,22/03/2022,11:45:00 a. m.,17,1190,97
3235,22/03/2022,11:46:00 a. m.,137,31,237
3236,22/03/2022,11:47:00 a. m.,67,118,229
3237,22/03/2022,11:48:00 a. m.,35,81,234
3238,22/03/2022,11:49:00 a. m.,4,0,147
3239,22/03/2022,11:50:00 a. m.,56,223,396
3240,22/03/2022,11:51:00 a. m.,83,308,170
3241,22/03/2022,11:52:00 a. m.,50,558,99
3242,22/03/2022,11:53:00 a. m.,142,858,36
3243,22/03/2022,11:54:00 a. m.,100,548,391
3244,22/03/2022,11:55:00 a. m.,8,575,273
3245,22/03/2022,11:56:00 a. m.,137,493,284
3246,22/03/2022,11:57:00 a. m.,30,446,136
3247,22/03/2022,11:58:00 a. m.,122,1009,347
3248,22/03/2022,11:59:00 a. m.,54,538,282
3249,22/03/2022,12:00:00 p. m.,104,937,34
3250,22/03/2022,12:01:00 p. m.,29,75,49
3251,22/03/2022,12:02:00 p. m.,28,863,236
3252,22/03/2022,12:03:00 p. m.,106,364,22
3253,22/03/2022,12:04:00 p. m.,85,1223,291
3254,22/03/2022,12:05:00 p. m.,82,256,303
3255,22/03/2022,12:06:00 p. m.,132,118,208
3256,22/03/2022,12:07:00 p. m.,7,224,248
3257,22/03/2022,12:08:00 p. m.,129,911,172
3258,22/03/2022,12:09:00 p. m.,120,388,198
3259,22/03/2022,12:10:00 p. m.,34,604,166
3260,22/03/2022,12:11:00 p. m.,144,703,366
3261,22/03/2022,12:12:00 p. m.,116,904,84
3262,22/03/2022,12:13:00 p. m.,110,735,185
3263,22/03/2022,12:14:00 p. m.,54,861,34
3264,22/03/2022,12:15:00 p. m.,110,500,182
3265,22/03/2022,12:16:00 p. m.,123,252,301
3266,22/03/2022,12:17:00 p. m.,148,64,112
3267,22/03/2022,12:18:00 p. m.,25,328,299
3268,22/03/2022,12:19:00 p. m.,2,718,20
3269,22/03/2022,12:20:00 p. m.,28,952,56
3270,22/03/2022,12:21:00 p. m.,77,599,131
3271,22/03/2022,12:22:00 p. m.,58,831,145
3272,22/03/2022,12:23:00 p. m.,57,1072,80
3273,22/03/2022,12:24:00 p. m.,27,383,319
3274,22/03/2022,12:25:00 p. m.,111,1059,107
3275,22/03/2022,12:26:00 p. m.,55,175,259
3276,22/03/2022,12:27:00 p. m.,148,270,62
3277,22/03/2022,12:28:00 p. m.,41,433,374
3278,22/03/2022,12:29:00 p. m.,85,284,171
3279,22/03/2022,12:30:00 p. m.,43,971,38
3280,22/03/2022,12:31:00 p. m.,20,492,117
3281,22/03/2022,12:32:00 p. m.,52,641,277
3282,22/03/2022,12:33:00 p. m.,101,354,304
3283,22/03/2022,12:34:00 p. m.,11,470,242
3284,22/03/2022,12:35:00 p. m.,150,924,287
3285,22/03/2022,12:36:00 p. m.,108,55,300
3286,22/03/2022,12:37:00 p. m.,134,247,236
3287,22/03/2022,12:38:00 p. m.,112,412,111
3288,22/03/2022,12:39:00 p. m.,30,631,61
3289,22/03/2022,12:40:00 p. m.,74,0,133
3290,22/03/2022,12:41:00 p. m.,41,1039,233
3291,22/03/2022,12:42:00 p. m.,23,1252,277
3292,22/03/2022,12:43:00 p. m.,8,91,74
3293,22/03/2022,12:44:00 p. m.,117,44,93
3294,22/03/2022,12:45:00 p. m.,67,418,16
3295,22/03/2022,12:46:00 p. m.,55,590,217
3296,22/03/2022,12:47:00 p. m.,2,1177,121
3297,22/03/2022,12:48:00 p. m.,73,1222,145
3298,22/03/2022,12:49:00 p. m.,144,204,330
3299,22/03/2022,12:50:00 p. m.,57,905,240
3300,22/03/2022,12:51:00 p. m.,54,1151,403
3301,22/03/2022,12:52:00 p. m.,138,1212,140
3302,22/03/2022,12:53:00 p. m.,24,220,389
3303,22/03/2022,12:54:00 p. m.,80,1238,210
3304,22/03/2022,12:55:00 p. m.,153,1103,216
3305,22/03/2022,12:56:00 p. m.,60,361,119
3306,22/03/2022,12:57:00 p. m.,85,1125,199
3307,22/03/2022,12:58:00 p. m.,39,237,239
3308,22/03/2022,12:59:00 p. m.,107,1064,244
3309,22/03/2022,01:00:00 p. m.,60,78,396
3310,22/03/2022,01:01:00 p. m.,141,310,413
3311,22/03/2022,01:02:00 p. m.,115,1103,186
3312,22/03/2022,01:03:00 p. m.,108,979,244
3313,22/03/2022,01:04:00 p. m.,64,986,349
3314,22/03/2022,01:05:00 p. m.,121,1127,66
3315,22/03/2022,01:06:00 p. m.,27,490,336
3316,22/03/2022,01:07:00 p. m.,128,916,174
3317,22/03/2022,01:08:00 p. m.,51,190,254
3318,22/03/2022,01:09:00 p. m.,21,903,432
3319,22/03/2022,01:10:00 p. m.,94,130,372
3320,22/03/2022,01:11:00 p. m.,150,282,156
3321,22/03/2022,01:12:00 p. m.,141,895,412
3322,22/03/2022,01:13:00 p. m.,38,1208,75
3323,22/03/2022,01:14:00 p. m.,116,201,264
3324,22/03/2022,01:15:00 p. m.,154,88,391
3325,22/03/2022,01:16:00 p. m.,125,934,303
3326,22/03/2022,01:17:00 p. m.,34,624,365
3327,22/03/2022,01:18:00 p. m.,45,493,314
3328,22/03/2022,01:19:00 p. m.,142,1221,342
3329,22/03/2022,01:20:00 p. m.,30,1106,406
3330,22/03/2022,01:21:00 p. m.,0,0,0
3331,22/03/2022,01:22:00 p. m.,0,0,0
3332,22/03/2022,01:23:00 p. m.,0,0,0
3333,22/03/2022,01:24:00 p. m.,0,0,0
3334,22/03/2022,01:25:00 p. m.,0,0,0
3335,22/03/2022,01:26:00 p. m.,0,0,0
3336,22/03/2022,01:27:00 p. m.,0,0,0
3337,22/03/2022,01:28:00 p. m.,0,0,0
3338,22/03/2022,01:29:00 p. m.,0,0,0
3339,22/03/2022,01:30:00 p. m.,0,0,0
3340,22/03/2022,01:31:00 p. m.,0,0,0
3341,22/03/2022,01:32:00 p. m.,0,0,0
3342,22/03/2022,01:33:00 p. m.,0,0,0
3343,22/03/2022,01:34:00 p. m.,0,0,0
3344,22/03/2022,01:35:00 p. m.,0,0,0
3345,22/03/2022,01:36:00 p. m.,0,0,0
3346,22/03/2022,01:37:00 p. m.,0,0,0
3347,22/03/2022,01:38:00 p. m.,0,0,0
3348,22/03/2022,01:39:00 p. m.,0,0,0
3349,22/03/2022,01:40:00 p. m.,0,0,0
3350,22/03/2022,01:41:00 p. m.,0,0,0
3351,22/03/2022,01:42:00 p. m.,0,0,0
3352,22/03/2022,01:43:00 p. m.,0,0,0
3353,22/03/2022,01:44:00 p. m.,0,0,0
3354,22/03/2022,01:45:00 p. m.,0,0,0
3355,22/03/2022,01:46:00 p. m.,0,0,0
3356,22/03/2022,01:47:00 p. m.,0,0,0
3357,22/03/2022,01:48:00 p. m.,0,0,0
3358,22/03/2022,01:49:00 p. m.,0,0,0
3359,22/03/2022,01:50:00 p. m.,0,0,0
3360,22/03/2022,01:51:00 p. m.,0,0,0
3361,22/03/2022,01:52:00 p. m.,0,0,0
3362,22/03/2022,01:53:00 p. m.,0,0,0
3363,22/03/2022,01:54:00 p. m.,0,0,0
3364,22/03/2022,01:55:00 p. m.,0,0,0
3365,22/03/2022,01:56:00 p. m.,0,0,0
3366,22/03/2022,01:57:00 p. m.,0,0,0
3367,22/03/2022,01:58:00 p. m.,0,0,0
3368,22/03/2022,01:59:00 p. m.,0,0,0
3369,22/03/2022,02:00:00 p. m.,0,0,0
3370,22/03/2022,02:01:00 p. m.,0,0,0
3371,22/03/2022,02:02:00 p. m.,0,0,0
3372,22/03/2022,02:03:00 p. m.,0,0,0
3373,22/03/2022,02:04:00 p. m.,0,0,0
3374,22/03/2022,02:05:00 p. m.,0,0,0
3375,22/03/2022,02:06:00 p. m.,0,0,0
3376,22/03/2022,02:07:00 p. m.,0,0,0
3377,22/03/2022,02:08:00 p. m.,0,0,0
3378,22/03/2022,02:09:00 p. m.,0,0,0
3379,22/03/2022,02:10:00 p. m.,0,0,0
3380,22/03/2022,02:11:00 p. m.,0,0,0
3381,22/03/2022,02:12:00 p. m.,0,0,0
3382,22/03/2022,02:13:00 p. m.,0,0,0
3383,22/03/2022,02:14:00 p. m.,0,0,0
3384,22/03/2022,02:15:00 p. m.,0,0,0
3385,22/03/2022,02:16:00 p. m.,0,0,0
3386,22/03/2022,02:17:00 p. m.,0,0,0
3387,22/03/2022,02:18:00 p. m.,102,46,174
3388,22/03/2022,02:19:00 p. m.,107,582,372
3389,22/03/2022,02:20:00 p. m.,40,616,75
3390,22/03/2022,02:21:00 p. m.,30,1001,207
3391,22/03/2022,02:22:00 p. m.,4,305,329
3392,22/03/2022,02:23:00 p. m.,45,61,347
3393,22/03/2022,02:24:00 p. m.,119,424,264
3394,22/03/2022,02:25:00 p. m.,49,1,17
3395,22/03/2022,02:26:00 p. m.,127,302,342
3396,22/03/2022,02:27:00 p. m.,78,339,124
3397,22/03/2022,02:28:00 p. m.,126,347,157
3398,22/03/2022,02:29:00 p. m.,126,429,345
3399,22/03/2022,02:30:00 p. m.,124,377,316
3400,22/03/2022,02:31:00 p. m.,35,1024,394
3401,22/03/2022,02:32:00 p. m.,43,157,44
3402,22/03/2022,02:33:00 p. m.,54,409,370
3403,22/03/2022,02:34:00 p. m.,124,815,65
3404,22/03/2022,02:35:00 p. m.,151,82,112
3405,22/03/2022,02:36:00 p. m.,131,8,392
3406,22/03/2022,02:37:00 p. m.,154,764,179
3407,22/03/2022,02:38:00 p. m.,120,350,142
3408,22/03/2022,02:39:00 p. m.,61,228,286
3409,22/03/2022,02:40:00 p. m.,71,711,118
3410,22/03/2022,02:41:00 p. m.,139,342,25
3411,22/03/2022,02:42:00 p. m.,45,817,261
3412,22/03/2022,02:43:00 p. m.,62,767,97
3413,22/03/2022,02:44:00 p. m.,129,707,106
3414,22/03/2022,02:45:00 p. m.,81,82,220
3415,22/03/2022,02:46:00 p. m.,87,993,264
3416,22/03/2022,02:47:00 p. m.,101,182,155
3417,22/03/2022,02:48:00 p. m.,23,432,180
3418,22/03/2022,02:49:00 p. m.,123,897,223
3419,22/03/2022,02:50:00 p. m.,35,353,73
3420,22/03/2022,02:51:00 p. m.,89,497,324
3421,22/03/2022,02:52:00 p. m.,140,1031,336
3422,22/03/2022,02:53:00 p. m.,129,789,178
3423,22/03/2022,02:54:00 p. m.,3,600,10
3424,22/03/2022,02:55:00 p. m.,124,181,347
3425,22/03/2022,02:56:00 p. m.,23,742,211
3426,22/03/2022,02:57:00 p. m.,109,1160,383
3427,22/03/2022,02:58:00 p. m.,52,1016,217
3428,22/03/2022,02:59:00 p. m.,65,783,71
3429,22/03/2022,03:00:00 p. m.,11,1188,90
3430,22/03/2022,03:01:00 p. m.,55,40,247
3431,22/03/2022,03:02:00 p. m.,151,80,324
3432,22/03/2022,03:03:00 p. m.,70,252,8
3433,22/03/2022,03:04:00 p. m.,132,1007,390
3434,22/03/2022,03:05:00 p. m.,61,499,330
3435,22/03/2022,03:06:00 p. m.,55,474,303
3436,22/03/2022,03:07:00 p. m.,153,246,424
3437,22/03/2022,03:08:00 p. m.,145,66,177
3438,22/03/2022,03:09:00 p. m.,67,470,25
3439,22/03/2022,03:10:00 p. m.,127,213,62
3440,22/03/2022,03:11:00 p. m.,20,1098,369
3441,22/03/2022,03:12:00 p. m.,13,1043,307
3442,22/03/2022,03:13:00 p. m.,124,1121,174
3443,22/03/2022,03:14:00 p. m.,76,922,180
3444,22/03/2022,03:15:00 p. m.,59,1028,418
3445,22/03/2022,03:16:00 p. m.,119,334,93
3446,22/03/2022,03:17:00 p. m.,138,741,56
3447,22/03/2022,03:18:00 p. m.,7,934,337
3448,22/03/2022,03:19:00 p. m.,12,1066,191
3449,22/03/2022,03:20:00 p. m.,80,1048,360
3450,22/03/2022,03:21:00 p. m.,132,1198,425
3451,22/03/2022,03:22:00 p. m.,21,127,374
3452,22/03/2022,03:23:00 p. m.,100,195,379
3453,22/03/2022,03:24:00 p. m.,79,35,344
3454,22/03/2022,03:25:00 p. m.,18,755,112
3455,22/03/2022,03:26:00 p. m.,72,489,343
3456,22/03/2022,03:27:00 p. m.,40,802,344
3457,22/03/2022,03:28:00 p. m.,2,1098,151
3458,22/03/2022,03:29:00 p. m.,148,327,339
3459,22/03/2022,03:30:00 p. m.,119,955,166
3460,22/03/2022,03:31:00 p. m.,100,262,47
3461,22/03/2022,03:32:00 p. m.,74,542,406
3462,22/03/2022,03:33:00 p. m.,48,436,388
3463,22/03/2022,03:34:00 p. m.,69,728,89
3464,22/03/2022,03:35:00 p. m.,76,908,140
3465,22/03/2022,03:36:00 p. m.,64,533,296
3466,22/03/2022,03:37:00 p. m.,19,1025,313
3467,22/03/2022,03:38:00 p. m.,66,174,214
3468,22/03/2022,03:39:00 p. m.,22,681,415
3469,22/03/2022,03:40:00 p. m.,130,357,115
3470,22/03/2022,03:41:00 p. m.,131,1184,28
3471,22/03/2022,03:42:00 p. m.,69,194,48
3472,22/03/2022,03:43:00 p. m.,107,776,36
3473,22/03/2022,03:44:00 p. m.,136,1194,52
3474,22/03/2022,03:45:00 p. m.,95,651,289
3475,22/03/2022,03:46:00 p. m.,121,460,155
3476,22/03/2022,03:47:00 p. m.,37,290,237
3477,22/03/2022,03:48:00 p. m.,93,1162,147
3478,22/03/2022,03:49:00 p. m.,130,992,137
3479,22/03/2022,03:50:00 p. m.,76,238,84
3480,22/03/2022,03:51:00 p. m.,61,293,337
3481,22/03/2022,03:52:00 p. m.,98,803,10
3482,22/03/2022,03:53:00 p. m.,95,1234,278
3483,22/03/2022,03:54:00 p. m.,7,577,181
3484,22/03/2022,03:55:00 p. m.,128,316,310
3485,22/03/2022,03:56:00 p. m.,81,833,330
3486,22/03/2022,03:57:00 p. m.,0,32,321
3487,22/03/2022,03:58:00 p. m.,47,448,386
3488,22/03/2022,03:59:00 p. m.,144,448,27
3489,22/03/2022,04:00:00 p. m.,33,289,7
3490,22/03/2022,04:01:00 p. m.,117,1093,327
3491,22/03/2022,04:02:00 p. m.,103,752,382
3492,22/03/2022,04:03:00 p. m.,55,520,71
3493,22/03/2022,04:04:00 p. m.,101,432,273
3494,22/03/2022,04:05:00 p. m.,8,495,372
3495,22/03/2022,04:06:00 p. m.,105,562,276
3496,22/03/2022,04:07:00 p. m.,35,66,66
3497,22/03/2022,04:08:00 p. m.,30,540,80
3498,22/03/2022,04:09:00 p. m.,152,859,31
3499,22/03/2022,04:10:00 p. m.,130,868,123
3500,22/03/2022,04:11:00 p. m.,2,948,364
3501,22/03/2022,04:12:00 p. m.,145,912,212
3502,22/03/2022,04:13:00 p. m.,98,201,218
3503,22/03/2022,04:14:00 p. m.,104,848,383
3504,22/03/2022,04:15:00 p. m.,86,617,322
3505,22/03/2022,04:16:00 p. m.,92,1209,161
3506,22/03/2022,04:17:00 p. m.,37,899,259
3507,22/03/2022,04:18:00 p. m.,74,325,87
3508,22/03/2022,04:19:00 p. m.,74,395,377
3509,22/03/2022,04:20:00 p. m.,73,652,416
3510,22/03/2022,04:21:00 p. m.,89,614,333
3511,22/03/2022,04:22:00 p. m.,4,6,267
3512,22/03/2022,04:23:00 p. m.,10,1131,218
3513,22/03/2022,04:24:00 p. m.,117,527,189
3514,22/03/2022,04:25:00 p. m.,95,835,222
3515,22/03/2022,04:26:00 p. m.,139,613,337
3516,22/03/2022,04:27:00 p. m.,88,753,297
3517,22/03/2022,04:28:00 p. m.,110,359,212
3518,22/03/2022,04:29:00 p. m.,30,68,356
3519,22/03/2022,04:30:00 p. m.,117,491,127
3520,22/03/2022,04:31:00 p. m.,112,134,1
3521,22/03/2022,04:32:00 p. m.,80,266,269
3522,22/03/2022,04:33:00 p. m.,133,693,2
3523,22/03/2022,04:34:00 p. m.,153,1123,73
3524,22/03/2022,04:35:00 p. m.,10,566,36
3525,22/03/2022,04:36:00 p. m.,75,24,3
3526,22/03/2022,04:37:00 p. m.,64,211,52
3527,22/03/2022,04:38:00 p. m.,61,1255,266
3528,22/03/2022,04:39:00 p. m.,57,830,426
3529,22/03/2022,04:40:00 p. m.,110,914,431
3530,22/03/2022,04:41:00 p. m.,153,85,237
3531,22/03/2022,04:42:00 p. m.,113,993,61
3532,22/03/2022,04:43:00 p. m.,36,837,383
3533,22/03/2022,04:44:00 p. m.,118,273,92
3534,22/03/2022,04:45:00 p. m.,119,942,354
3535,22/03/2022,04:46:00 p. m.,132,1014,407
3536,22/03/2022,04:47:00 p. m.,44,524,388
3537,22/03/2022,04:48:00 p. m.,6,77,125
3538,22/03/2022,04:49:00 p. m.,28,1119,347
3539,22/03/2022,04:50:00 p. m.,40,1194,254
3540,22/03/2022,04:51:00 p. m.,7,372,299
3541,22/03/2022,04:52:00 p. m.,86,19,401
3542,22/03/2022,04:53:00 p. m.,92,854,83
3543,22/03/2022,04:54:00 p. m.,30,1135,129
3544,22/03/2022,04:55:00 p. m.,97,508,141
3545,22/03/2022,04:56:00 p. m.,109,576,14
3546,22/03/2022,04:57:00 p. m.,144,635,419
3547,22/03/2022,04:58:00 p. m.,140,339,372
3548,22/03/2022,04:59:00 p. m.,12,882,280
3549,22/03/2022,05:00:00 p. m.,136,235,180
3550,22/03/2022,05:01:00 p. m.,98,633,161
3551,22/03/2022,05:02:00 p. m.,9,1140,98
3552,22/03/2022,05:03:00 p. m.,144,1009,227
3553,22/03/2022,05:04:00 p. m.,16,993,431
3554,22/03/2022,05:05:00 p. m.,54,588,123
3555,22/03/2022,05:06:00 p. m.,123,204,80
3556,22/03/2022,05:07:00 p. m.,75,913,152
3557,22/03/2022,05:08:00 p. m.,93,728,387
3558,22/03/2022,05:09:00 p. m.,131,659,269
3559,22/03/2022,05:10:00 p. m.,66,436,221
3560,22/03/2022,05:11:00 p. m.,115,684,206
3561,22/03/2022,05:12:00 p. m.,21,870,194
3562,22/03/2022,05:13:00 p. m.,137,1067,36
3563,22/03/2022,05:14:00 p. m.,134,806,302
3564,22/03/2022,05:15:00 p. m.,64,518,300
3565,22/03/2022,05:16:00 p. m.,35,902,401
3566,22/03/2022,05:17:00 p. m.,55,986,418
3567,22/03/2022,05:18:00 p. m.,46,24,77
3568,22/03/2022,05:19:00 p. m.,98,998,163
3569,22/03/2022,05:20:00 p. m.,59,1169,141
3570,22/03/2022,05:21:00 p. m.,124,646,180
3571,22/03/2022,05:22:00 p. m.,6,794,376
3572,22/03/2022,05:23:00 p. m.,136,532,212
3573,22/03/2022,05:24:00 p. m.,2,109,332
3574,22/03/2022,05:25:00 p. m.,7,1100,394
3575,22/03/2022,05:26:00 p. m.,80,937,220
3576,22/03/2022,05:27:00 p. m.,150,958,305
3577,22/03/2022,05:28:00 p. m.,109,35,282
3578,22/03/2022,05:29:00 p. m.,19,422,205
3579,22/03/2022,05:30:00 p. m.,147,953,32
3580,22/03/2022,05:31:00 p. m.,107,487,163
3581,22/03/2022,05:32:00 p. m.,20,138,330
3582,22/03/2022,05:33:00 p. m.,72,1131,75
3583,22/03/2022,05:34:00 p. m.,104,999,173
3584,22/03/2022,05:35:00 p. m.,10,22,60
3585,22/03/2022,05:36:00 p. m.,71,296,46
3586,22/03/2022,05:37:00 p. m.,43,433,138
3587,22/03/2022,05:38:00 p. m.,69,642,65
3588,22/03/2022,05:39:00 p. m.,130,201,282
3589,22/03/2022,05:40:00 p. m.,55,1223,362
3590,22/03/2022,05:41:00 p. m.,35,873,286
3591,22/03/2022,05:42:00 p. m.,106,572,285
3592,22/03/2022,05:43:00 p. m.,22,1006,243
3593,22/03/2022,05:44:00 p. m.,119,154,62
3594,22/03/2022,05:45:00 p. m.,33,340,55
3595,22/03/2022,05:46:00 p. m.,10,1170,350
3596,22/03/2022,05:47:00 p. m.,129,326,381
3597,22/03/2022,05:48:00 p. m.,133,535,218
3598,22/03/2022,05:49:00 p. m.,56,622,51
3599,22/03/2022,05:50:00 p. m.,0,0,0
3600,22/03/2022,05:51:00 p. m.,0,0,0
3601,22/03/2022,05:52:00 p. m.,0,0,0
3602,22/03/2022,05:53:00 p. m.,0,0,0
3603,22/03/2022,05:54:00 p. m.,0,0,0
3604,22/03/2022,05:55:00 p. m.,0,0,0
3605,22/03/2022,05:56:00 p. m.,0,0,0
3606,22/03/2022,05:57:00 p. m.,0,0,0
3607,22/03/2022,05:58:00 p. m.,0,0,0
3608,22/03/2022,05:59:00 p. m.,0,0,0
3609,22/03/2022,06:00:00 p. m.,0,0,0
3610,22/03/2022,06:00:00 a. m.,0,0,0
3611,23/03/2022,06:00:00 a. m.,0,0,0
3612,23/03/2022,06:01:00 a. m.,0,0,0
3613,23/03/2022,06:02:00 a. m.,0,0,0
3614,23/03/2022,06:03:00 a. m.,0,0,0
3615,23/03/2022,06:04:00 a. m.,0,0,0
3616,23/03/2022,06:05:00 a. m.,0,0,0
3617,23/03/2022,06:06:00 a. m.,0,0,0
3618,23/03/2022,06:07:00 a. m.,0,0,0
3619,23/03/2022,06:08:00 a. m.,0,0,0
3620,23/03/2022,06:09:00 a. m.,0,0,0
3621,23/03/2022,06:10:00 a. m.,0,0,0
3622,23/03/2022,06:11:00 a. m.,0,0,0
3623,23/03/2022,06:12:00 a. m.,0,0,0
3624,23/03/2022,06:13:00 a. m.,0,0,0
3625,23/03/2022,06:14:00 a. m.,0,0,0
3626,23/03/2022,06:15:00 a. m.,0,0,0
3627,23/03/2022,06:16:00 a. m.,0,0,0
3628,23/03/2022,06:17:00 a. m.,0,0,0
3629,23/03/2022,06:18:00 a. m.,0,0,0
3630,23/03/2022,06:19:00 a. m.,0,0,0
3631,23/03/2022,06:20:00 a. m.,0,0,0
3632,23/03/2022,06:21:00 a. m.,0,0,0
3633,23/03/2022,06:22:00 a. m.,0,0,0
3634,23/03/2022,06:23:00 a. m.,0,0,0
3635,23/03/2022,06:24:00 a. m.,0,0,0
3636,23/03/2022,06:25:00 a. m.,0,0,0
3637,23/03/2022,06:26:00 a. m.,0,0,0
3638,23/03/2022,06:27:00 a. m.,0,0,0
3639,23/03/2022,06:28:00 a. m.,0,0,0
3640,23/03/2022,06:29:00 a. m.,0,0,0
3641,23/03/2022,06:30:00 a. m.,0,0,0
3642,23/03/2022,06:31:00 a. m.,0,0,0
3643,23/03/2022,06:32:00 a. m.,0,0,0
3644,23/03/2022,06:33:00 a. m.,0,0,0
3645,23/03/2022,06:34:00 a. m.,0,0,0
3646,23/03/2022,06:35:00 a. m.,0,0,0
3647,23/03/2022,06:36:00 a. m.,0,0,0
3648,23/03/2022,06:37:00 a. m.,0,0,0
3649,23/03/2022,06:38:00 a. m.,0,0,0
3650,23/03/2022,06:39:00 a. m.,0,0,0
3651,23/03/2022,06:40:00 a. m.,0,0,0
3652,23/03/2022,06:41:00 a. m.,0,0,0
3653,23/03/2022,06:42:00 a. m.,0,0,0
3654,23/03/2022,06:43:00 a. m.,0,0,0
3655,23/03/2022,06:44:00 a. m.,0,0,0
3656,23/03/2022,06:45:00 a. m.,36,368,89
3657,23/03/2022,06:46:00 a. m.,82,1152,166
3658,23/03/2022,06:47:00 a. m.,78,392,13
3659,23/03/2022,06:48:00 a. m.,130,949,229
3660,23/03/2022,06:49:00 a. m.,34,900,358
3661,23/03/2022,06:50:00 a. m.,49,1099,269
3662,23/03/2022,06:51:00 a. m.,16,499,416
3663,23/03/2022,06:52:00 a. m.,31,786,106
3664,23/03/2022,06:53:00 a. m.,18,306,131
3665,23/03/2022,06:54:00 a. m.,130,343,288
3666,23/03/2022,06:55:00 a. m.,14,565,223
3667,23/03/2022,06:56:00 a. m.,80,1252,262
3668,23/03/2022,06:57:00 a. m.,33,119,162
3669,23/03/2022,06:58:00 a. m.,136,526,394
3670,23/03/2022,06:59:00 a. m.,74,1203,292
3671,23/03/2022,07:00:00 a. m.,116,47,267
3672,23/03/2022,07:01:00 a. m.,145,372,330
3673,23/03/2022,07:02:00 a. m.,141,72,420
3674,23/03/2022,07:03:00 a. m.,48,506,260
3675,23/03/2022,07:04:00 a. m.,49,788,57
3676,23/03/2022,07:05:00 a. m.,143,290,15
3677,23/03/2022,07:06:00 a. m.,154,528,228
3678,23/03/2022,07:07:00 a. m.,100,229,348
3679,23/03/2022,07:08:00 a. m.,43,1152,56
3680,23/03/2022,07:09:00 a. m.,102,297,103
3681,23/03/2022,07:10:00 a. m.,26,634,266
3682,23/03/2022,07:11:00 a. m.,98,1170,201
3683,23/03/2022,07:12:00 a. m.,13,217,336
3684,23/03/2022,07:13:00 a. m.,45,652,47
3685,23/03/2022,07:14:00 a. m.,96,1080,153
3686,23/03/2022,07:15:00 a. m.,86,189,335
3687,23/03/2022,07:16:00 a. m.,136,297,249
3688,23/03/2022,07:17:00 a. m.,100,248,35
3689,23/03/2022,07:18:00 a. m.,65,873,36
3690,23/03/2022,07:19:00 a. m.,140,306,191
3691,23/03/2022,07:20:00 a. m.,26,484,18
3692,23/03/2022,07:21:00 a. m.,20,144,375
3693,23/03/2022,07:22:00 a. m.,128,800,106
3694,23/03/2022,07:23:00 a. m.,33,610,122
3695,23/03/2022,07:24:00 a. m.,125,600,248
3696,23/03/2022,07:25:00 a. m.,84,1132,372
